,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B,logP
GOBP_PIECEMEAL_MICROAUTOPHAGY_OF_THE_NUCLEUS,0.493090548,-0.056147205,3.040898252,0.005192125,0.998803434,-3.326862363,2.284654867
chr6A3,-0.29815489,0.111527899,-3.01569838,0.005524235,0.998803434,-3.34678735,2.257727824
GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC,0.475170673,-0.003337116,2.993406803,0.005834796,0.998803434,-3.364390256,2.233974315
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN,0.447981522,-0.012891735,2.949977259,0.006488164,0.998803434,-3.398618816,2.187878182
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,-0.366442852,0.05533059,-2.949080599,0.006502359,0.998803434,-3.39932453,2.186929036
GOBP_RESPONSE_TO_ANTIBIOTIC,0.362102845,-0.009995965,2.897994209,0.007361599,0.998803434,-3.43946104,2.133027839
GOBP_PARAXIAL_MESODERM_DEVELOPMENT,0.477775231,-0.087116786,2.884973002,0.007597222,0.998803434,-3.4496678,2.119345186
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN,0.411881038,-0.035214714,2.884073713,0.007613756,0.998803434,-3.450372343,2.118401068
OUYANG_PROSTATE_CANCER_PROGRESSION_UP,0.398170243,-0.009081019,2.877163611,0.00774194,0.998803434,-3.45578441,2.111150192
GOBP_REGULATION_OF_PLATELET_AGGREGATION,0.377440153,-0.001573558,2.873996108,0.007801378,0.998803434,-3.458264266,2.107828672
MIR_6929_3P,0.362481925,-0.026703463,2.842452734,0.008417297,0.998803434,-3.482925605,2.074827331
GOBP_VACUOLAR_ACIDIFICATION,-0.319251191,-0.023460021,-2.834396368,0.008581814,0.998803434,-3.489214001,2.06642089
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY,-0.438452033,0.069492768,-2.830685606,0.008658607,0.998803434,-3.49210899,2.062551965
GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE,-0.368431703,0.030237349,-2.814882415,0.008992965,0.998803434,-3.5044276,2.046097091
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN,0.447106289,-0.042998345,2.802510244,0.009263185,0.998803434,-3.514059705,2.033239646
GOBP_GLYCOSIDE_METABOLIC_PROCESS,-0.361027442,-0.034236087,-2.788468101,0.00957914,0.998803434,-3.524978785,2.018673489
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION,0.29299885,-0.033567169,2.787083146,0.009610846,0.998803434,-3.526054946,2.017238403
MIR_6942_3P,0.301159575,-0.022868671,2.781792209,0.009732882,0.998803434,-3.530164907,2.011758523
GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,0.3565598,0.00607401,2.77574336,0.009874186,0.998803434,-3.534861081,2.00549868
MIR_679_5P,0.304796917,-0.031299756,2.772487519,0.009951041,0.998803434,-3.537387707,2.002131493
MIR_696,0.464263282,-0.076312498,2.764464695,0.010142828,0.998803434,-3.543610246,1.993840955
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.530676792,-0.029282695,2.764221857,0.010148687,0.998803434,-3.543798516,1.993590162
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.271669129,-0.010335722,2.744435469,0.010636898,0.998803434,-3.55912347,1.97318501
MIR_6971_3P,0.237271924,-0.000458222,2.743072446,0.010671328,0.998803434,-3.560178033,1.971781513
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN,0.278859142,-0.016932607,2.734343098,0.010894328,0.998803434,-3.566928384,1.962799557
GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS,-0.446187437,0.073685279,-2.729596829,0.011017403,0.998803434,-3.570596081,1.957920756
GOBP_LUTEINIZATION,-0.319573947,0.099150606,-2.729127245,0.011029651,0.998803434,-3.570958855,1.957438245
GOMF_FLIPPASE_ACTIVITY,0.408121572,-0.084981887,2.728020739,0.01105856,0.998803434,-3.571813609,1.956301408
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.333783539,-0.029298709,2.707990945,0.01159432,0.998803434,-3.587268824,1.935754734
GOMF_1_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY,0.398300506,-0.037192808,2.707575438,0.011605687,0.998803434,-3.58758908,1.935329153
GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT,0.306100584,-0.011313336,2.69477721,0.01196097,0.998803434,-3.597446296,1.922233605
MIR_6947_3P,0.227945203,0.00895816,2.694206285,0.011977054,0.998803434,-3.597885697,1.921650004
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY,0.368345726,-0.032972919,2.675033407,0.01252908,0.998803434,-3.612625281,1.902080804
GOBP_RESPONSE_TO_HYDROPEROXIDE,0.313891855,-0.020893931,2.671606584,0.012630217,0.998803434,-3.615256318,1.898589179
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.299526173,-0.013010764,2.668093646,0.012734687,0.998803434,-3.617952385,1.895011718
GOBP_HISTONE_H3_K27_METHYLATION,0.427406973,-0.05933728,2.662355777,0.012907061,0.998803434,-3.622353628,1.889172629
chr7E2,-0.220724297,0.036288234,-2.661006771,0.012947903,0.998803434,-3.623387953,1.887800579
GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY,-0.324101518,0.048010512,-2.660095591,0.012975557,0.998803434,-3.62408649,1.886873995
GOBP_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY,0.229183138,-0.032595355,2.649444178,0.013302944,0.998803434,-3.632246538,1.876052251
GOBP_REGULATION_OF_SENSORY_PERCEPTION,-0.240519828,0.060437227,-2.64559276,0.013423208,0.998803434,-3.635194535,1.872143671
MIR_3112_3P,0.338649002,-0.035205756,2.638019524,0.013662654,0.998803434,-3.640987295,1.864464922
BIOCARTA_DREAM_PATHWAY,0.527400827,-0.043032167,2.634236249,0.013783758,0.998803434,-3.643879098,1.860632368
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,-0.421460881,0.027946478,-2.633315902,0.013813369,0.998803434,-3.644582375,1.859700379
GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,0.306265998,-0.002023393,2.624622588,0.01409601,0.998803434,-3.651221325,1.850903811
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,-0.38280406,0.038709788,-2.623111566,0.014145683,0.998803434,-3.652374531,1.849376082
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,-0.384208215,0.070424465,-2.613028855,0.014481337,0.998803434,-3.660063958,1.83919133
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.311961698,-0.000576953,2.603895321,0.014791779,0.998803434,-3.667020926,1.829979592
GOBP_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,0.421007464,-0.037621254,2.580463265,0.015616751,0.998803434,-3.684830886,1.806409303
MIR_186_3P,0.321867497,-0.031105595,2.577905943,0.015709329,0.998803434,-3.686771247,1.803842366
GOCC_APICAL_DENDRITE,0.275547523,0.000385758,2.570407412,0.015983729,0.998803434,-3.692456842,1.796321892
MIR_3961,0.243792536,-0.011892413,2.569175414,0.016029236,0.998803434,-3.693390419,1.795087181
GOBP_PROTEIN_IMPORT,-0.419796905,0.00157037,-2.56764016,0.016086112,0.998803434,-3.694553573,1.793548901
GOBP_T_HELPER_17_CELL_DIFFERENTIATION,0.289167596,0.00400826,2.559874578,0.016376684,0.998803434,-3.700433223,1.785774034
BIOCARTA_ATRBRCA_PATHWAY,0.447646772,-0.025621127,2.558844065,0.016415607,0.998803434,-3.70121299,1.784743046
GOBP_PROGRAMMED_CELL_DEATH_INVOLVED_IN_CELL_DEVELOPMENT,0.277747079,0.010577858,2.556377053,0.016509137,0.998803434,-3.703079267,1.782275619
GOBP_POLYOL_METABOLIC_PROCESS,0.199931484,-0.01031935,2.54509253,0.016943291,0.998803434,-3.71160765,1.771002228
GOCC_SPERM_HEAD,-0.399630747,0.019295481,-2.542826001,0.017031758,0.998803434,-3.713318948,1.768740522
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.195880123,0.012152004,2.54157191,0.017080891,0.998803434,-3.714265587,1.767489472
chr6A2,-0.349007603,0.047137659,-2.536545003,0.017279158,0.998803434,-3.718058381,1.762477426
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,0.263363146,-0.060976164,2.531170457,0.017493491,0.998803434,-3.722110414,1.757123507
MIR_7232_3P,-0.19752318,0.033422316,-2.510685299,0.018333182,0.998803434,-3.737525436,1.736762139
ZFP617_TARGET_GENES,0.212043882,0.004277147,2.505096944,0.018568634,0.998803434,-3.741722465,1.731220051
GOMF_ARYL_HYDROCARBON_RECEPTOR_BINDING,0.385162097,-0.07725446,2.504069905,0.018612208,0.998803434,-3.742493417,1.730202101
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,0.247945722,-0.02452391,2.500934877,0.018745803,0.998803434,-3.744845995,1.727095943
GOMF_TRANSCRIPTION_COACTIVATOR_BINDING,0.331832765,-0.011181097,2.499311896,0.018815312,0.998803434,-3.746063465,1.725488576
MIR_3070_5P,0.243724994,-0.01128457,2.492879166,0.019093159,0.998803434,-3.750885957,1.71912222
MIR_3091_5P,0.335037645,-0.037922444,2.491510599,0.019152757,0.998803434,-3.751911327,1.717768701
GOBP_CD40_SIGNALING_PATHWAY,0.377057358,-0.047371683,2.485151533,0.01943194,0.998803434,-3.756672866,1.711483829
MIR_3088_3P,0.268591688,-0.021976941,2.479288281,0.019692677,0.998803434,-3.761058955,1.705695237
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION,0.294163453,-0.000906148,2.476240083,0.0198295,0.998803434,-3.763337602,1.70268823
GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,0.193401919,0.011577275,2.472200471,0.020012175,0.998803434,-3.766355674,1.698705716
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING,0.461936811,-0.030658721,2.464537299,0.020362976,0.998803434,-3.772075629,1.691158743
GOBP_PROSTATE_GLAND_MORPHOGENESIS,0.272309274,0.017039081,2.460784391,0.020536833,0.998803434,-3.774874308,1.687466519
GOMF_PLUS_END_DIRECTED_MICROTUBULE_MOTOR_ACTIVITY,0.298033811,-0.027462158,2.457674019,0.020681959,0.998803434,-3.777192535,1.684408328
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,0.250472808,-0.013263802,2.45365373,0.020870938,0.998803434,-3.780187202,1.680458025
GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,0.220762795,-0.033446914,2.451075659,0.020992959,0.998803434,-3.782106542,1.677926342
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,0.403446078,-0.031135743,2.447810714,0.021148431,0.998803434,-3.784536083,1.674721841
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,0.485444484,-0.052623063,2.438248889,0.021609864,0.998803434,-3.791643764,1.665347962
GOBP_TELOMERE_CAPPING,0.351545231,-0.040110868,2.437725383,0.021635393,0.998803434,-3.792032579,1.664835218
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING,-0.262348764,0.001412517,-2.431049246,0.02196339,0.998803434,-3.796988047,1.65830063
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,0.321927175,-0.047987319,2.420146253,0.022508884,0.998803434,-3.805068923,1.647646036
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN,-0.286688481,0.067281728,-2.418324011,0.022601257,0.998803434,-3.806418029,1.645867401
GOCC_MITOTIC_SPINDLE_MIDZONE,0.456898457,-0.036584673,2.415147003,0.022763139,0.998803434,-3.808769132,1.642767857
GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION,-0.359030497,-0.036725292,-2.411449996,0.022952855,0.998803434,-3.811503427,1.639163296
WP_OVARIAN_INFERTILITY,0.315176026,-0.045643385,2.393969846,0.023869651,0.998803434,-3.824407775,1.622153932
GOBP_SPERM_EGG_RECOGNITION,-0.221270881,0.064747738,-2.375892922,0.02485291,0.998803434,-3.837710495,1.604622758
WANG_RESPONSE_TO_BEXAROTENE_DN,0.295458752,-0.002627284,2.375241942,0.024889,0.998803434,-3.838188736,1.603992556
GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY,-0.248619306,0.095371935,-2.35998679,0.025748574,0.998803434,-3.849379534,1.58924681
MIR_5617_5P,0.22492698,-0.021470112,2.359858389,0.025755923,0.998803434,-3.849473591,1.58912288
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,0.26368876,-0.028099238,2.358973727,0.025806606,0.998803434,-3.850121572,1.588269109
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.256071471,-0.041113364,2.356798599,0.025931608,0.998803434,-3.851714314,1.586170552
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.236014685,0.038562451,2.356750807,0.025934361,0.998803434,-3.851749302,1.586124452
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING,0.27474231,-0.045972525,2.352394391,0.026186407,0.998803434,-3.854937316,1.581924092
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC,-0.456104548,0.100499607,-2.340785406,0.02686901,0.998803434,-3.863419937,1.570748338
MIR_466E_5P,0.192799511,-0.013730554,2.339873447,0.026923314,0.998803434,-3.864085507,1.569871486
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,0.304740298,-0.02569941,2.337634311,0.027057072,0.998803434,-3.865719189,1.567719211
GOBP_TRNA_WOBBLE_BASE_MODIFICATION,-0.346297843,-0.029342255,-2.33586265,0.027163333,0.998803434,-3.8670113,1.566016948
GOMF_LYSOPHOSPHATIDIC_ACID_ACYLTRANSFERASE_ACTIVITY,0.362571081,-0.043613503,2.333858516,0.027283995,0.998803434,-3.868472429,1.564092031
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN,0.275735232,-0.02304519,2.33019102,0.027506069,0.998803434,-3.871144781,1.560571466
GOMF_SINGLE_STRANDED_DNA_ENDODEOXYRIBONUCLEASE_ACTIVITY,0.36047476,-0.036330239,2.32772367,0.027656397,0.998803434,-3.872941566,1.558204399
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT,0.324523922,-0.016529228,2.327442101,0.0276736,0.998803434,-3.873146557,1.557934347
WP_GPCRS_ORPHAN,-0.314768531,-0.023196869,-2.327339367,0.027679879,0.998803434,-3.873221348,1.557835819
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION,0.248974977,0.029710627,2.324855036,0.027832114,0.998803434,-3.875029492,1.555453808
GOBP_WALKING_BEHAVIOR,0.215321645,0.000994055,2.324760514,0.027837921,0.998803434,-3.87509827,1.555363202
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,0.264756891,0.004069238,2.323207691,0.02793348,0.998803434,-3.876227978,1.553874957
GOBP_PLASMA_MEMBRANE_FUSION,-0.452666782,0.142450369,-2.322037716,0.028005676,0.998803434,-3.877078931,1.55275394
GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY,-0.363394544,-0.025429508,-2.319788669,0.028144936,0.998803434,-3.878714172,1.550599738
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING,0.303676382,-0.035721132,2.31864556,0.028215958,0.998803434,-3.879545028,1.549505204
TABULA_MURIS_SENIS_DIAPHRAGM_MACROPHAGE_AGEING,0.419652321,-0.056840583,2.316823356,0.028329509,0.998803434,-3.88086909,1.547760947
MIR_7084_5P,0.223895759,-0.001418277,2.311367111,0.028672008,0.998803434,-3.884830892,1.542541886
GOBP_SPHINGOID_METABOLIC_PROCESS,0.290008395,-0.00860037,2.311181882,0.028683701,0.998803434,-3.884965313,1.542364809
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,0.318844681,-0.041666751,2.307061334,0.028944943,0.998803434,-3.887954303,1.538427298
KRISHNAN_FURIN_TARGETS_UP,0.427884309,-0.044933932,2.3057687,0.02902734,0.998803434,-3.888891455,1.537192755
GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,-0.399929473,0.122781048,-2.305376907,0.029052357,0.998803434,-3.889175456,1.536818631
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING,0.278430587,-0.04850958,2.301237083,0.029317888,0.998803434,-3.892174935,1.532867315
GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,0.232832352,0.018060421,2.290348923,0.030026818,0.998803434,-3.900051904,1.522490682
GOCC_CYTOLYTIC_GRANULE,-0.453323344,-0.042880422,-2.2889661,0.030117959,0.998803434,-3.90105105,1.52117446
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.212276072,-0.019785774,2.275427288,0.031023637,0.998803434,-3.910818386,1.508307286
GOCC_SPINDLE_MIDZONE,0.378593359,-0.044295933,2.273292964,0.031168644,0.998803434,-3.912355657,1.506282091
GOBP_SULFUR_COMPOUND_TRANSPORT,-0.226064877,0.000459105,-2.268914501,0.031468042,0.998803434,-3.915507147,1.502130278
MIR_344B_3P,0.245397367,-0.035053236,2.267587325,0.031559307,0.998803434,-3.916461839,1.500872541
GOBP_HEMATOPOIETIC_STEM_CELL_MIGRATION,0.350438593,0.039677783,2.264730792,0.031756554,0.998803434,-3.918515753,1.498166633
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.350182911,-0.044749021,2.262640689,0.031901584,0.998803434,-3.920017801,1.496187753
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,-0.275127564,-0.012063131,-2.256308083,0.032344664,0.998803434,-3.924564654,1.490197353
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS,-0.246187193,-0.012278459,-2.254229127,0.032491334,0.998803434,-3.926056021,1.488232458
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,-0.285120971,0.010329586,-2.252242543,0.032632049,0.998803434,-3.927480503,1.48635566
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION,-0.456972047,0.091642082,-2.249551435,0.032823545,0.998803434,-3.929409198,1.483814511
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.249271863,-0.017598041,2.246843048,0.033017297,0.998803434,-3.931349149,1.481258488
GOBP_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY,-0.336065292,0.011117056,-2.246165645,0.033065918,0.998803434,-3.931834178,1.48061942
MEISSNER_BRAIN_ICP_WITH_H3K4ME3,0.235666533,-0.000739598,2.245267535,0.03313048,0.998803434,-3.932477127,1.479772274
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,0.394033216,-0.027926056,2.240801645,0.033453213,0.998803434,-3.935672362,1.475562169
GOMF_SULFURTRANSFERASE_ACTIVITY,-0.355206218,-0.036772745,-2.239499635,0.033547837,0.998803434,-3.936603334,1.474335475
HEVNER_CORTEX_PROLIFERATING_CELLS,0.454960952,-0.024357619,2.239491708,0.033548414,0.998803434,-3.936609002,1.474328007
MIR_6898_3P,0.23182807,-0.027327736,2.235386711,0.033848336,0.998803434,-3.939542449,1.470462671
GOBP_ESTROGEN_METABOLIC_PROCESS,-0.309011903,-0.021080039,-2.233187076,0.034010042,0.998803434,-3.941113232,1.468392833
GOBP_HEART_FORMATION,0.27358236,-0.005483776,2.232617186,0.034052051,0.998803434,-3.941520073,1.467856727
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION,0.22193326,-0.019781539,2.232041392,0.034094542,0.998803434,-3.941931077,1.467315133
GOBP_INTERSTRAND_CROSS_LINK_REPAIR,0.241668775,-0.051836668,2.231499611,0.034134568,0.998803434,-3.942317755,1.466805593
WP_ID_SIGNALING_PATHWAY,0.2682358,0.001204699,2.230931312,0.034176598,0.998803434,-3.942723309,1.466271174
GOMF_MAP_KINASE_KINASE_KINASE_ACTIVITY,0.399182839,-0.063684566,2.22844365,0.034361129,0.998803434,-3.944497978,1.463932578
ING1_TARGET_GENES,0.278102543,-0.047114344,2.224917876,0.034624205,0.998803434,-3.947011552,1.460620186
MIR_675_3P,0.250797192,-0.0230724,2.219955386,0.03499756,0.998803434,-3.950546048,1.455962228
GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION,-0.313587734,-0.025195077,-2.21649192,0.035260282,0.998803434,-3.953010555,1.45271422
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH,0.324072444,-0.052315994,2.216432662,0.035264792,0.998803434,-3.953052705,1.452658669
GOBP_BONE_MATURATION,0.313317099,-0.017417646,2.21617898,0.035284107,0.998803434,-3.953233141,1.452420865
MIR_380_3P,0.207322691,-0.036008214,2.215496507,0.035336117,0.998803434,-3.95371851,1.451781174
GOCC_MITOTIC_SPINDLE_MICROTUBULE,0.385991432,-0.031339952,2.214683449,0.035398169,0.998803434,-3.954296653,1.451019205
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,0.379512021,-0.071641132,2.211544429,0.035638657,0.998803434,-3.956527731,1.448078672
GOBP_ADHESION_OF_SYMBIONT_TO_HOST,-0.340793719,0.051343743,-2.20788713,0.035920707,0.998803434,-3.959125186,1.444655124
GOBP_INTRACELLULAR_PH_REDUCTION,-0.240889355,-0.012537661,-2.204708021,0.03616751,0.998803434,-3.961381276,1.441681388
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,0.235160591,-0.025810893,2.201522752,0.036416321,0.998803434,-3.963640099,1.438703931
MIR_540_3P,0.246014145,-0.009354232,2.201256998,0.036437149,0.998803434,-3.963828484,1.438455607
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,-0.315644149,0.00011001,-2.198330866,0.036667193,0.998803434,-3.965901966,1.435722339
TABULA_MURIS_SENIS_TRACHEA_BASAL_EPITHELIAL_CELL_OF_TRACHEOBRONCHIAL_TREE_AGEING,-0.263562823,-0.008117087,-2.191556864,0.037204763,0.998803434,-3.970696736,1.429401455
MIR_6984_3P,0.205823571,-0.032093164,2.190103662,0.037321005,0.998803434,-3.971724364,1.428046668
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,0.314699314,-0.009544339,2.189910022,0.037336519,0.998803434,-3.971861269,1.427866175
MIR_216C_3P,0.199657968,-0.037356436,2.189900457,0.037337286,0.998803434,-3.971868032,1.427857259
GOMF_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING,0.250247671,-0.044598684,2.189411587,0.037376479,0.998803434,-3.972213641,1.427401613
ZHANG_UTERUS_C11_SMOOTH_MUSCLE_CELL,0.241027856,0.025925303,2.188904327,0.037417186,0.998803434,-3.97257221,1.426928878
GOBP_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION,0.25908882,0.005121517,2.188630321,0.037439191,0.998803434,-3.972765879,1.426673543
BIOCARTA_MCM_PATHWAY,0.44021179,-0.029715135,2.186671101,0.037596873,0.998803434,-3.974150315,1.424848271
