,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B,logP
MIR_6986_3P,0.32961849,-0.014150694,3.871164577,0.000616385,0.232140057,-0.366098319,3.210147761
GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY,-0.521659171,0.149200788,-3.870803783,0.000616972,0.232140057,-0.366870615,3.209734673
GOBP_NOREPINEPHRINE_TRANSPORT,-0.562881328,0.088338051,-3.846555754,0.000657674,0.232140057,-0.418746659,3.181989145
GOBP_LIPID_EXPORT_FROM_CELL,-0.342556817,0.057406391,-3.835556092,0.000676996,0.232140057,-0.442260685,3.16941412
GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY,0.484239492,-0.054069149,3.829290476,0.000688249,0.232140057,-0.455649402,3.162254329
MIR_671_5P,0.326318115,-0.016493954,3.797730495,0.00074778,0.232140057,-0.523028002,3.12622617
BIOCARTA_TGFB_PATHWAY,0.628912068,-0.0580144,3.787985174,0.000767161,0.232140057,-0.543812651,3.115113429
MIR_194_2_3P,0.376530668,-0.005189597,3.778865169,0.000785744,0.232140057,-0.563254382,3.104719106
WP_GPCRS_NONODORANT,-0.395022879,0.07292819,-3.759870717,0.000825872,0.232140057,-0.603716782,3.083087479
GOMF_HISTONE_H4_ACETYLTRANSFERASE_ACTIVITY,0.464641792,-0.024076281,3.758548085,0.000828739,0.232140057,-0.606532779,3.081582073
MIR_487B_5P,0.555045679,-0.033800486,3.723213201,0.000909062,0.232140057,-0.681689022,3.041406542
HEVNER_CORTEX_COMMITTED_TO_CORTICOTHALAMIC_PROJECTION_NEURON_FATE,-0.488837163,0.104332786,-3.721649901,0.000912786,0.232140057,-0.685010713,3.03963099
BIOCARTA_IL4_PATHWAY,0.622856799,-0.030427028,3.720898937,0.00091458,0.232140057,-0.686606253,3.038778124
GOBP_SECRETORY_GRANULE_ORGANIZATION,0.335517249,-0.005439678,3.719302163,0.000918407,0.232140057,-0.689998622,3.036964803
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,0.428433847,-0.046551451,3.707066809,0.000948253,0.232140057,-0.715982519,3.023075866
HEVNER_CORTEX_CAUDAL_VENTRICULAR_ZONE,0.398464229,-0.043329209,3.706743845,0.000949053,0.232140057,-0.71666814,3.022709393
MIR_6337,0.36608692,-0.018501888,3.706650063,0.000949286,0.232140057,-0.716867229,3.022602977
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,0.459209452,-0.00779366,3.687560057,0.000997806,0.232140057,-0.75737018,3.000953997
MP_INCREASED_CARCINOMA_INCIDENCE,0.431382966,-0.041953846,3.682850041,0.001010144,0.232140057,-0.767356273,2.995616499
GOCC_PRESYNAPTIC_CYTOSOL,0.453910574,-0.035522686,3.670826146,0.001042323,0.232140057,-0.792836188,2.981997811
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,0.516071365,-0.017452647,3.653823198,0.001089539,0.232140057,-0.828834974,2.962757206
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN,-0.497262815,0.025472636,-3.64454032,0.001116191,0.232140057,-0.848472493,2.952261452
GOBP_NUCLEOLUS_ORGANIZATION,0.510389309,-0.037663606,3.638837069,0.00113288,0.232140057,-0.860531679,2.945816141
GOBP_TERPENOID_METABOLIC_PROCESS,-0.409859611,0.044595606,-3.636834727,0.001138797,0.232140057,-0.864764458,2.943553836
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,-0.460625395,0.045965235,-3.633944919,0.001147389,0.232140057,-0.870872295,2.940289365
GOBP_MESENCHYMAL_CELL_MIGRATION,-0.362569456,0.028994299,-3.624216067,0.001176783,0.232140057,-0.891426493,2.929303709
REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING,0.555213142,-0.030773402,3.622663662,0.00118154,0.232140057,-0.894705048,2.927551409
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG,-0.471187997,0.102853463,-3.621764572,0.001184304,0.232140057,-0.896603699,2.92653663
MIR_8091,0.432461254,-0.036284897,3.596403057,0.00126492,0.232140057,-0.950113537,2.897936839
MIR_6541,0.292749584,-0.022393587,3.594032499,0.001272723,0.232140057,-0.955110404,2.895266096
MIR_669A_3_3P_MIR_669A_3P_MIR_669O_3P,0.373955948,-0.015911366,3.593194427,0.001275493,0.232140057,-0.956876769,2.894322002
GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,-0.461270657,0.016130967,-3.590147489,0.001285612,0.232140057,-0.963297791,2.890890058
GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,-0.558580002,0.133460618,-3.580969045,0.00131657,0.232140057,-0.982631892,2.880556177
GOBP_HISTONE_H4_ACETYLATION,0.453717995,-0.027789402,3.580235285,0.001319076,0.232140057,-0.984176996,2.87973033
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS,-0.358717727,0.046109127,-3.577177307,0.001329569,0.232140057,-0.99061542,2.876289023
MIR_6408,0.471152803,-0.046261358,3.57398309,0.001340617,0.232140057,-0.997339198,2.872695177
GOBP_SNO_S_RNA_METABOLIC_PROCESS,0.528428547,-0.060706564,3.568806957,0.00135871,0.232140057,-1.008231619,2.866873159
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION,0.502480215,-0.032713578,3.561199834,0.001385732,0.232140057,-1.024232344,2.858320638
MIR_7661_3P,0.388765338,-0.033379937,3.557045892,0.001400708,0.232140057,-1.032965965,2.853652389
MIR_7055_5P,0.300227774,-0.00115057,3.551114501,0.001422365,0.232140057,-1.045432053,2.846989005
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,0.647490811,-0.036717593,3.531154022,0.001497663,0.232140057,-1.08734298,2.824586002
MIR_7038_3P,0.505699138,-0.04256827,3.52706814,0.001513547,0.232140057,-1.095914325,2.820004131
GOBP_MELANOSOME_ASSEMBLY,0.462149569,-0.035697118,3.515612746,0.001558958,0.232140057,-1.119931109,2.807165475
MA_RAT_AGING_DN,0.287329881,-0.034931377,3.5098458,0.001582318,0.232140057,-1.132013741,2.800706269
GOMF_HISTONE_H4K5_ACETYLTRANSFERASE_ACTIVITY,0.521058066,-0.029237339,3.507430666,0.001592201,0.232140057,-1.137072201,2.798002046
GOMF_METALLOENDOPEPTIDASE_ACTIVITY,-0.31111469,0.045946545,-3.498128817,0.00163083,0.232140057,-1.156545804,2.787591342
MIR_325_5P,0.402664529,-0.023442799,3.492741763,0.001653616,0.232140057,-1.167817143,2.78156544
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,-0.344531564,0.054793798,-3.488562145,0.001671507,0.232140057,-1.176558819,2.776891857
chr4C7,-0.319989857,0.040265932,-3.483299196,0.001694303,0.232140057,-1.187562104,2.771009023
GOMF_GLUTAMATE_RECEPTOR_ACTIVITY,-0.590824832,0.182207651,-3.470334617,0.001751751,0.232140057,-1.214647164,2.756527567
MIR_6926_5P,0.31004586,-0.002694867,3.467531253,0.00176442,0.232140057,-1.220500049,2.753398111
GOBP_CELL_PROLIFERATION_IN_BONE_MARROW,0.495323396,-0.057272626,3.459840897,0.00179963,0.232140057,-1.236549044,2.744816707
GOMF_ADP_BINDING,0.457650269,-0.041785791,3.453152049,0.001830809,0.232140057,-1.250499612,2.737357051
GOBP_RESPONSE_TO_HYDROPEROXIDE,0.527676018,-0.042760718,3.449946845,0.001845934,0.232140057,-1.257181749,2.733783879
REACTOME_GPCR_LIGAND_BINDING,-0.299974693,0.063545532,-3.446521095,0.001862234,0.232140057,-1.264321668,2.729965843
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY,0.430798715,-0.056315534,3.445106555,0.001869005,0.232140057,-1.267269235,2.728389625
GOBP_OLIGODENDROCYTE_DEVELOPMENT,-0.41652996,0.0465137,-3.437597489,0.00190535,0.232140057,-1.282910383,2.720025269
MT,0.857284595,-0.032369604,3.432892246,0.001928472,0.232140057,-1.292706112,2.714786654
MIR_7233_3P,0.393578,-0.021217973,3.429533362,0.001945144,0.232140057,-1.29969645,2.711048229
GOMF_HISTONE_H4K12_ACETYLTRANSFERASE_ACTIVITY,0.594727234,-0.023233089,3.41933698,0.001996614,0.232140057,-1.320904096,2.699705916
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,0.416271511,-0.039772809,3.409970484,0.002045055,0.232140057,-1.340368863,2.689295062
MIR_6973A_3P,0.364006876,-0.032420805,3.409331534,0.0020484,0.232140057,-1.341696092,2.688585161
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX,-0.523072916,0.116745489,-3.40804612,0.002055147,0.232140057,-1.34436593,2.687157123
MIR_6936_5P,0.420718598,-0.036729644,3.403877684,0.002077174,0.232140057,-1.35302176,2.68252722
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.417707325,-0.046811754,3.402064243,0.002086827,0.232140057,-1.356786391,2.68051352
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS,-0.55115176,0.080717842,-3.402056073,0.002086871,0.232140057,-1.356803349,2.680504449
GOMF_SIALIC_ACID_BINDING,-0.613450861,0.129089532,-3.39816579,0.002107727,0.232140057,-1.36487734,2.676185584
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,-0.48604175,0.125310051,-3.398091278,0.002108129,0.232140057,-1.365031956,2.676102877
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,-0.51374139,0.051038631,-3.389683302,0.002153905,0.232140057,-1.382472224,2.666773461
GOBP_HISTONE_DEUBIQUITINATION,0.390689972,-0.03789192,3.387771382,0.002164448,0.232140057,-1.386436162,2.664652929
GOCC_ACETYLTRANSFERASE_COMPLEX,0.421684447,-0.036117396,3.383767083,0.00218669,0.232140057,-1.394735925,2.660212819
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX,0.500818078,-0.031663121,3.369142417,0.002269816,0.232140057,-1.42502252,2.644009254
MIR_6909_3P,0.308843027,-0.019398667,3.367983876,0.002276531,0.232140057,-1.427420004,2.642726498
GOMF_CYTOKINE_ACTIVITY,-0.398505542,0.078760399,-3.365599922,0.002290407,0.232140057,-1.432352534,2.640087347
MIR_203B_3P,0.419269094,-0.036770377,3.361130834,0.002316641,0.232140057,-1.441596333,2.635141307
GOCC_HISTONE_ACETYLTRANSFERASE_COMPLEX,0.417420252,-0.035261059,3.357366498,0.002338963,0.232140057,-1.449379389,2.630976713
MIR_201_3P,0.343553983,-0.03672705,3.356364533,0.002344939,0.232140057,-1.451450561,2.629868438
GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY,0.432151714,-0.045827332,3.35486285,0.002353924,0.232140057,-1.454554332,2.628207605
WP_IRON_HOMEOSTASIS,-0.44341527,0.069512084,-3.353054942,0.002364785,0.232140057,-1.458290438,2.626208379
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,-0.510990575,0.048765771,-3.350570905,0.002379787,0.232140057,-1.463422733,2.623461987
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0.591299764,-0.066626737,3.345606788,0.002410042,0.232140057,-1.473675471,2.617975362
GOMF_AMP_BINDING,0.385888011,-0.009784256,3.345262696,0.002412153,0.232140057,-1.474385967,2.61759514
GOCC_P_BODY,0.448219255,-0.017070481,3.342558676,0.002428804,0.232140057,-1.479968515,2.614607595
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION,0.475774008,-0.061637145,3.339361531,0.002448634,0.232140057,-1.486567246,2.611076135
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-0.338223351,0.079285357,-3.338339373,0.002455007,0.232140057,-1.48867649,2.609947303
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,0.395236774,-0.032597033,3.33661417,0.002465799,0.232140057,-1.492236008,2.608042285
GOMF_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY,-0.467897647,0.137867435,-3.330366657,0.002505267,0.232140057,-1.505121124,2.601146037
GOBP_RRNA_3_END_PROCESSING,0.51439871,-0.054409636,3.325734956,0.002534919,0.232140057,-1.514668613,2.596035854
GOBP_HISTONE_H3_K9_METHYLATION,0.489374931,-0.017244132,3.321736495,0.00256079,0.232140057,-1.52290726,2.591626026
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,-0.265240664,0.032304139,-3.316772404,0.002593263,0.232140057,-1.533130979,2.58615342
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,-0.379022134,0.016108178,-3.310374394,0.002635703,0.232140057,-1.546300408,2.579103611
GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,-0.373747508,0.083445679,-3.298558787,0.002715845,0.232140057,-1.570598829,2.566095031
GOBP_COMPLEMENT_ACTIVATION,-0.396295115,0.124157101,-3.297844937,0.002720761,0.232140057,-1.572065903,2.565309555
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,-0.520313906,0.059561576,-3.296109409,0.00273275,0.232140057,-1.575632236,2.563400103
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,-0.560458072,0.089152991,-3.295450359,0.002737316,0.232140057,-1.576986349,2.562675087
GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING,0.529358633,-0.028745043,3.294866915,0.002741364,0.232140057,-1.578185044,2.562033281
GOMF_TRANSLATION_ACTIVATOR_ACTIVITY,0.585926205,-0.050687491,3.289839578,0.002776486,0.232140057,-1.588510797,2.556504485
GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA,0.62736077,-0.051525034,3.289425221,0.0027794,0.232140057,-1.589361613,2.556048912
MIR_497B,0.37163516,-0.022617671,3.288433644,0.002786386,0.232140057,-1.591397515,2.554958773
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX,0.30992722,-0.025728296,3.2841898,0.002816474,0.232140057,-1.600108586,2.550294223
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,0.431123059,-0.047444729,3.282856219,0.002825994,0.232140057,-1.602845152,2.548828817
GOBP_HISTONE_H3_K4_METHYLATION,0.419057585,-0.036157544,3.281862549,0.002833107,0.232140057,-1.604883957,2.547737042
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,0.415054169,-0.019975236,3.276111711,0.002874614,0.232140057,-1.616679326,2.541420403
WP_IL9_SIGNALING_PATHWAY,0.600950462,-0.032965607,3.275709239,0.002877541,0.232140057,-1.617504558,2.54097846
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION,0.45316444,-0.038937742,3.274587224,0.002885715,0.232140057,-1.619804961,2.539746496
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.397942782,-0.047191294,3.273237551,0.002895578,0.232140057,-1.62257176,2.538264736
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING,0.488273749,-0.045080989,3.264622171,0.002959303,0.234772788,-1.640223783,2.528810632
GOBP_NEUROINFLAMMATORY_RESPONSE,-0.272457552,0.035918303,-3.262684591,0.002973819,0.234772788,-1.644191459,2.526685481
GOBP_REGULATORY_NCRNA_3_END_PROCESSING,0.511431258,-0.027607855,3.255932649,0.003024942,0.236999619,-1.65801131,2.519282955
GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,-0.426881006,0.088406924,-3.247617895,0.003089061,0.238705942,-1.675016122,2.510173568
MIR_6935_3P,0.254341524,-0.035756975,3.242038167,0.003132819,0.238705942,-1.686418829,2.504064658
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.521407444,-0.045049941,3.241505052,0.003137031,0.238705942,-1.687507935,2.503481155
TSENG_ADIPOGENIC_POTENTIAL_DN,-0.368356126,0.084009272,-3.241250355,0.003139045,0.238705942,-1.688028238,2.503202395
GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS,0.440114573,-0.028177267,3.232089998,0.00321232,0.241027829,-1.706731576,2.493181165
MIR_431_5P,0.453000911,-0.05015023,3.231611787,0.00321619,0.241027829,-1.707707453,2.492658258
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,-0.550825047,0.031219923,-3.228305454,0.003243071,0.241293806,-1.714453223,2.489043559
BYSTROEM_CORRELATED_WITH_IL5_UP,0.387913296,-0.042060536,3.219221864,0.003318037,0.244991577,-1.732973302,2.4791188
MIR_7224_3P,0.337597938,-0.020594283,3.213899629,0.003362731,0.244991577,-1.743815782,2.473307825
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS,-0.359740796,-0.007467402,-3.213768815,0.003363837,0.244991577,-1.744082197,2.473165036
GOCC_ENDOLYSOSOME,0.487904995,-0.00612456,3.2092021,0.00340266,0.245486993,-1.753380198,2.468181461
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.34234359,-0.01173128,3.207398233,0.003418113,0.245486993,-1.757051612,2.466213555
GOBP_MONOUBIQUITINATED_HISTONE_DEUBIQUITINATION,0.405490254,-0.034616286,3.20066582,0.003476386,0.246518658,-1.770747439,2.458872036
MIR_463_3P,0.434162004,-0.027242372,3.20023452,0.003480151,0.246518658,-1.771624478,2.458401883
GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT,0.475507715,0.005307556,3.195087919,0.003525387,0.247043628,-1.782086626,2.452793226
GOMF_ADENYLYLTRANSFERASE_ACTIVITY,0.383248221,-0.03208088,3.189825651,0.003572222,0.247043628,-1.792777485,2.447061517
GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY,0.533470047,-0.051488681,3.18466226,0.003618758,0.247043628,-1.803261119,2.441440468
chr12C2,0.319906428,-0.030624165,3.184091966,0.003623933,0.247043628,-1.804418644,2.440819807
GOBP_IMMATURE_B_CELL_DIFFERENTIATION,0.440504456,-0.033006698,3.183965651,0.003625081,0.247043628,-1.804675014,2.440682341
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION,0.401341378,-0.039342697,3.179576707,0.00366516,0.247043628,-1.813580537,2.435907035
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,0.355588786,-0.023397703,3.179558318,0.003665329,0.247043628,-1.81361784,2.435887032
GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS,-0.556674067,0.144375732,-3.171618883,0.003738917,0.247043628,-1.829715893,2.427254132
GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX,0.443284797,-0.049239296,3.166429888,0.003787776,0.247043628,-1.840228966,2.421615707
MIR_1B_5P,0.34923582,-0.033339232,3.166088245,0.003791014,0.247043628,-1.840920917,2.42124458
GOMF_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.434228309,-0.064101377,3.163183769,0.003818652,0.247043628,-1.846802406,2.418089968
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,0.331244065,-0.055075899,3.162536265,0.003824839,0.247043628,-1.848113308,2.417386829
GOBP_SEROTONIN_TRANSPORT,-0.456387838,0.025778271,-3.154889368,0.003898644,0.247043628,-1.863587092,2.409086473
MIR_3154,0.230049842,-0.015058567,3.154881526,0.00389872,0.247043628,-1.863602953,2.409077964
GOBP_PEPTIDYL_LYSINE_MONOMETHYLATION,0.493050503,-0.046190552,3.15478647,0.003899646,0.247043628,-1.863795213,2.408974827
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,-0.321797005,0.05139341,-3.154053403,0.003906794,0.247043628,-1.865277834,2.408179472
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.492533162,-0.024552867,3.153254589,0.003914598,0.247043628,-1.86689328,2.407312852
BIOCARTA_CARM1_PATHWAY,0.556129784,-0.053436192,3.152954241,0.003917536,0.247043628,-1.867500635,2.406987028
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,-0.404344397,0.022365667,-3.149275092,0.003953697,0.247812922,-1.874938711,2.40299664
MIR_6989_3P,0.333123063,-0.015500482,3.140107346,0.0040452,0.248310592,-1.89345852,2.393060042
GOBP_PEROXISOME_ORGANIZATION,0.300317747,-0.034355789,3.139444342,0.004051895,0.248310592,-1.894797052,2.392341808
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION,0.417442101,-0.031011987,3.137755694,0.004068996,0.248310592,-1.898205757,2.390512716
GOMF_ICOSANOID_RECEPTOR_ACTIVITY,-0.53776755,0.006621188,-3.136650855,0.004080222,0.248310592,-1.9004356,2.389316165
GOBP_PEPTIDYL_LYSINE_DIMETHYLATION,0.458466469,-0.017371485,3.133339538,0.004114046,0.248310592,-1.907116858,2.385730817
BIOCARTA_EICOSANOID_PATHWAY,-0.478779832,0.067960023,-3.132965554,0.004117883,0.248310592,-1.907871276,2.385325963
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,-0.354975152,0.08209382,-3.124999763,0.004200428,0.248310592,-1.923931929,2.376706468
MIR_12195_3P,0.340869408,-0.045366905,3.12351152,0.004216024,0.248310592,-1.926930766,2.375096906
MIR_140_3P,0.311015359,-0.017554146,3.123329652,0.004217934,0.248310592,-1.927297195,2.37490023
MIR_449A_3P,0.461191592,-0.005739945,3.117170053,0.004283104,0.248310592,-1.939702679,2.368241375
HAN_JNK_SINGALING_UP,0.342051221,-0.028376772,3.112690501,0.004331103,0.248310592,-1.948718505,2.363401513
REACTOME_CHOLESTEROL_BIOSYNTHESIS,-0.417299244,-0.022833462,-3.110350837,0.004356377,0.248310592,-1.953425431,2.360874591
GOMF_ANTIGEN_BINDING,0.394526437,-0.051821907,3.108643114,0.004374913,0.248310592,-1.956860142,2.359030592
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,-0.368043746,0.021705075,-3.106894942,0.004393966,0.248310592,-1.960375436,2.357143271
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,0.443699454,-0.009682288,3.105123178,0.004413358,0.248310592,-1.963937373,2.355230845
GOBP_HISTONE_MRNA_CATABOLIC_PROCESS,0.617986005,-0.019874901,3.104975382,0.004414979,0.248310592,-1.964234464,2.355071332
MIR_503_3P,0.404172751,-0.021407299,3.104262877,0.004422803,0.248310592,-1.965666623,2.354302377
MIR_539_5P,0.287730095,-0.010346471,3.10407068,0.004424916,0.248310592,-1.966052922,2.354094963
GOBP_GLIAL_CELL_ACTIVATION,-0.304970806,0.051385876,-3.102027097,0.004447441,0.248310592,-1.970159772,2.351889849
GOMF_EXORIBONUCLEASE_ACTIVITY,0.364817914,-0.046772489,3.101464011,0.004453666,0.248310592,-1.971291178,2.351282341
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.583732204,-0.036581557,3.100027059,0.004469591,0.248310592,-1.974178071,2.349732198
GOBP_MITOCHONDRIAL_DNA_REPLICATION,-0.467690165,0.004413599,-3.093942706,0.004537626,0.248310592,-1.986395882,2.343171271
GOBP_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,0.45755728,-0.015916323,3.09320965,0.00454589,0.248310592,-1.987867264,2.342381092
