"","GSVA_score","AveExpr","t","P.Value","adj.P.Val","B","logP"
"GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION",-0.595659404996962,-0.0465188723623514,-5.6185907194573,9.77126417147043e-07,0.000340986584383782,5.52864484175772,6.01004924516793
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",-0.65302453112296,-0.0568110424837524,-5.56341608914468,1.18348869497695e-06,0.000390778693847748,5.35001353476299,5.92683588622039
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",-0.484179536837449,0.000538076786906136,-5.56188379380128,1.18979811863736e-06,0.000390778693847748,5.34505669213265,5.9245267221366
"REACTOME_SIGNALLING_TO_ERKS",-0.621390502899924,-0.0237408192592551,-5.54249568817968,1.27257201223703e-06,0.000406023190304313,5.28235743392187,5.89531763246289
"GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY",0.650733432218273,0.022508787555655,5.52641813081731,1.34552424822242e-06,0.000408659581341062,5.23039213615368,5.8711084712378
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",-0.698416045067365,-0.0308496833011254,-5.52460106899204,1.35402565681197e-06,0.000408659581341062,5.22452071491368,5.8683731063257
"BIOCARTA_IL2RB_PATHWAY",-0.656414557174656,-0.0515117003579606,-5.50948735284254,1.4268326021391e-06,0.000419301043897034,5.17569711127043,5.84562697589147
"GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE",-0.802101540378239,-0.0571046216306955,-5.49530203818393,1.49869240287424e-06,0.000426424523572845,5.12989389795456,5.82428749419805
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",-0.705901408389278,-0.0367695559983681,-5.48981415816651,1.52744523532854e-06,0.000426424523572845,5.11217958862387,5.81603435190111
"GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",-0.646246227190695,-0.0632428143128012,-5.47743489575222,1.59432740945793e-06,0.000434240345888211,5.07223223899124,5.79742248750723
"GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",-0.629675296805752,-0.0523571139317451,-5.43383612802507,1.85382693957089e-06,0.000465204226132501,4.93167240004738,5.73193081102079
"GOCC_ESCRT_COMPLEX",-0.666234709485345,-0.0391740470617837,-5.43070386061168,1.87400510504888e-06,0.000465204226132501,4.92158222884667,5.72722923036844
"GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",-0.481942822547773,-0.0178416300982836,-5.42656324934609,1.90101327047677e-06,0.000465204226132501,4.90824550965678,5.72101485142771
"GOCC_AMPHISOME",-0.785295808692855,-0.0319901166067539,-5.41895105121188,1.95167544334947e-06,0.000465204226132501,4.88373202921999,5.70959240228498
"GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY",-0.793295694034346,-0.0483011559126211,-5.41369403665218,1.98744127011265e-06,0.000465204226132501,4.86680677341194,5.70170569610186
"BIOCARTA_ECM_PATHWAY",-0.694198781317935,-0.0477054094724044,-5.41013614083224,2.01201477056345e-06,0.000465204226132501,4.85535372343374,5.69636883537026
"BOYLAN_MULTIPLE_MYELOMA_D_DN",-0.499754548171171,-0.0414878848596026,-5.40905746523391,2.01952418118897e-06,0.000465204226132501,4.85188169872771,5.69475094234838
"WP_IL9_SIGNALING_PATHWAY",-0.687474361745323,-0.0527243455413789,-5.40595424488382,2.04128298383564e-06,0.000465204226132501,4.84189384849821,5.69009678470129
"GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY",-0.460149926002534,-0.00819801098729402,-5.39795902408314,2.09841832762196e-06,0.000468660749291088,4.81616602276107,5.67810792926562
"GOBP_ORGANELLE_MEMBRANE_FUSION",-0.470254058054116,-0.0360064900292452,-5.39193600365305,2.14250310808563e-06,0.000469124160941024,4.79678946561139,5.66907853938215
"IVANOVA_HEMATOPOIESIS_MATURE_CELL",-0.539190488920142,-0.035274824407847,-5.38318880673791,2.20816479554843e-06,0.000474203389844025,4.76865660515721,5.65596851829491
"GOMF_MHC_CLASS_I_PROTEIN_BINDING",-0.572468474277305,0.0046750990761419,-5.37205097555632,2.29466234616743e-06,0.000483481026785882,4.7328481043709,5.63928121077364
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION",-0.693118512042551,-0.0308309918961245,-5.3567798416413,2.41873505596378e-06,0.000500185451295324,4.68377515760678,5.61641170089594
"BIOCARTA_STRESS_PATHWAY",-0.807084565625104,-0.0524499749585763,-5.34483056338944,2.5204292404066e-06,0.000511738787774917,4.64539665333029,5.59852549062112
"RAMALHO_STEMNESS_DN",-0.503856652061241,-0.0321805945984332,-5.32646055066768,2.68507613334195e-06,0.000535432949661242,4.58643067573884,5.57104339569197
"GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT",-0.366048224625568,-0.0452900731465962,-5.32011917536468,2.74434834308218e-06,0.000537651542933311,4.56608531593516,5.56156076400147
"WP_IL7_SIGNALING_PATHWAY",-0.679407230239994,-0.0508025255853153,-5.29006559386969,3.04333586845468e-06,0.000580124404030166,4.46973293780277,5.51665011541469
"SPIB_TARGET_GENES",-0.411942815467959,-0.0399278469916145,-5.28799874303208,3.06504341701261e-06,0.000580124404030166,4.46311088341607,5.51356336922535
"GOMF_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING",-0.485342723363687,-0.023314120711588,-5.27900721621114,3.16127474676804e-06,0.000588217978854574,4.43430917001541,5.50013775793453
"GOMF_SNAP_RECEPTOR_ACTIVITY",-0.624906187391647,-0.0494466105054556,-5.27427141006312,3.21315453659255e-06,0.000588217978854574,4.41914371157416,5.49306838656319
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.575885459366646,-0.0222064113312096,-5.25410972868908,3.44360635498788e-06,0.000610205877472451,4.35461364241872,5.46298649938664
"BIOCARTA_IL3_PATHWAY",-0.778524246349295,-0.0441019208170682,-5.25175103973473,3.47161215104329e-06,0.000610205877472451,4.34706794456316,5.45946880022091
"GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING",-0.5538463997492,-0.0303345976648654,-5.24644842231888,3.53539727471595e-06,0.000610205877472451,4.33010707761014,5.45156177719305
"WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY",-0.650993045925648,-0.0311393160106938,-5.24336420945515,3.5730286759963e-06,0.000610205877472451,4.32024373549711,5.44696349827364
"GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE",-0.548016561874591,-0.0278166467531742,-5.2406492418445,3.60648230618624e-06,0.000610205877472451,4.31156232560122,5.44291619416698
"GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",-0.532312129533476,-0.0416425712532759,-5.23442672939483,3.68432806157985e-06,0.000614073006920331,4.29166899086296,5.43364170611078
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",-0.504218769085947,-0.0442250678219274,-5.21833077274043,3.89348208733602e-06,0.000639389918665901,4.24023531742152,5.40966181901304
"REACTOME_MAP2K_AND_MAPK_ACTIVATION",-0.481740789212703,-0.0272735160148816,-5.20733254419729,4.04309980739182e-06,0.000649625259332019,4.20511210077935,5.39328553760165
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1",-0.61817094364619,-0.0568804593103618,-5.2020562271519,4.11688039707744e-06,0.000649625259332019,4.18826811007536,5.38543174987009
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING",-0.488811774704228,0.0281865262086926,-5.20066237010327,4.13659230404917e-06,0.000649625259332019,4.18381905859328,5.38335728036792
"BIOCARTA_HCMV_PATHWAY",-0.831680209889459,-0.0663267217344884,-5.19702281762678,4.18850350782711e-06,0.000649625259332019,4.17220328802361,5.37794111650442
"GOBP_NOTCH_RECEPTOR_PROCESSING",-0.745097582713022,-0.0807044758601046,-5.19202733601763,4.26080377747232e-06,0.000651786243603198,4.15626312393918,5.37050846587541
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",-0.705497512495791,-0.0516555485445101,-5.18626735607073,4.34570008414725e-06,0.000655789632968545,4.13788799123671,5.36194024955125
"GOBP_CELLULAR_DEFENSE_RESPONSE",-0.67424323648637,-0.0360121613530357,-5.17658386986386,4.49220644642731e-06,0.00066885959183005,4.10700722083669,5.34754029326455
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",-0.444316493459877,-0.0274800332657474,-5.17051596365355,4.58648608938556e-06,0.000669832050921262,4.087663592821,5.33851991935081
"WP_IL2_SIGNALING_PATHWAY",-0.645472801932317,-0.0533861169999586,-5.16382294997389,4.69274585970389e-06,0.000669832050921262,4.06633351804818,5.32857296479812
"GOMF_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING",-0.864392431441097,-0.0713152839109585,-5.16183704932394,4.72473958479073e-06,0.000669832050921262,4.06000589762892,5.32562212366374
"MIR_296_5P",-0.456732897622146,-0.0407786869913898,-5.16097649041622,4.73867037008863e-06,0.000669832050921262,4.05726410484078,5.3243435005073
"GOBP_AUTOPHAGOSOME_ORGANIZATION",-0.669235839452115,-0.0474058674629644,-5.15043367110825,4.9126661978377e-06,0.000684056404347584,4.02368302959625,5.30868274397878
"GOMF_DEATH_RECEPTOR_ACTIVITY",-0.696779859404677,0.0202083110260526,-5.14192777487217,5.05763051191873e-06,0.000684056404347584,3.99660216460928,5.29605290146377
"GOBP_MEMBRANE_FISSION",-0.685079807140147,-0.051290157399051,-5.14153408196986,5.0644414476167e-06,0.000684056404347584,3.99534899987664,5.29546844558389
"WP_G13_SIGNALING_PATHWAY",-0.576881752940443,-0.032501327886878,-5.13767636780792,5.13166131596898e-06,0.000684056404347584,3.98307074756599,5.28974201431182
"GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",-0.476026487551465,-0.0297329049342421,-5.13688358395968,5.14558412870037e-06,0.000684056404347584,3.98054777218465,5.28856531682544
"REACTOME_DEATH_RECEPTOR_SIGNALING",-0.552566499766075,-0.0432123744383643,-5.12707806700798,5.32090186180833e-06,0.000699041306950748,3.94935039037376,5.27401475108621
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",-0.449623702110063,-0.0457321838056909,-5.12296477234629,5.39618919355949e-06,0.000700688892145102,3.93626786579137,5.26791283211383
"REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS",-0.629009574416386,-0.0163126102612352,-5.11167480136145,5.60828028720685e-06,0.000719858229508493,3.9003730472186,5.25117028959464
"GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY",-0.728013457395853,-0.0552088258329015,-5.09916342931067,5.85293481629668e-06,0.000742724126063466,3.86061820629138,5.2326263125645
"MORI_LARGE_PRE_BII_LYMPHOCYTE_DN",-0.657872008112739,-0.0258041005227861,-5.09580664042183,5.92034810079296e-06,0.000742837384736573,3.84995621384904,5.2276527571607
"GOBP_INTERFERON_BETA_PRODUCTION",-0.572903282960165,-0.046936623330233,-5.07282460413182,6.40291843080921e-06,0.000781971518501543,3.77700778814082,5.19362203078166
"MIR_5118",-0.449787676356328,-0.029229799172154,-5.06693727877357,6.53265717326206e-06,0.000781971518501543,3.75833420463065,5.18491013251388
"GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",-0.44304911676806,-0.0157095605446699,-5.06504740819682,6.57485138710409e-06,0.000781971518501543,3.75234105320138,5.1821140591865
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",-0.315799179350825,0.0491971080877981,-5.06366897345123,6.60579645068852e-06,0.000781971518501543,3.74797013209725,5.18007481267681
"GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION",-0.568316067803207,-0.0525051416701354,-5.06292348233794,6.62259210525979e-06,0.000781971518501543,3.74560636043875,5.17897199293592
"GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",-0.506877119179674,-0.0349425029130291,-5.06160523390484,6.65239493665681e-06,0.000781971518501543,3.74142673604089,5.1770219756703
"BIOCARTA_BCR_PATHWAY",-0.621602515784669,-0.0276187232927335,-5.04697249322056,6.99222525996846e-06,0.000813356036229873,3.69505145928772,5.15538458901418
"GOCC_CD40_RECEPTOR_COMPLEX",-0.6604502237837,-0.053312495957865,-5.03957572409992,7.17046492662852e-06,0.000825490534388254,3.67162246567075,5.14445268414766
"BIOCARTA_HIVNEF_PATHWAY",-0.672567587775268,-0.0541213588752644,-5.02654190467081,7.49550717372742e-06,0.000854105393969532,3.63036053325845,5.12519897585118
"REACTOME_INTRA_GOLGI_TRAFFIC",-0.652094751004077,-0.0761547655748019,-5.01798221878293,7.71683016999014e-06,0.000870442853618989,3.60327817776433,5.11256105748592
"REACTOME_INTERLEUKIN_15_SIGNALING",-0.726394716964462,-0.0824814497670096,-5.00816315493922,7.97865741036371e-06,0.000890976673015315,3.57222654242446,5.09807018237432
"GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT",0.482320957452589,-0.031116103571178,5.00315110264282,8.11566069242389e-06,0.000897302801507897,3.55638286945055,5.09067611867275
"GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY",-0.676445747900933,-0.0407830288529054,-4.99569269207204,8.32383739632792e-06,0.00091129698239994,3.53281397781785,5.07967641219026
"GOMF_PROTEIN_SELF_ASSOCIATION",-0.367365074382852,-0.0366472027599818,-4.99194705539226,8.43036056955079e-06,0.000913998412428871,3.52098123497211,5.07415385004697
"GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION",-0.624926303246389,-0.0593555204495317,-4.98761341275512,8.55528320377712e-06,0.000918623534005568,3.5072939773168,5.06776560952418
"GOBP_RESPONSE_TO_TYPE_I_INTERFERON",-0.467870468448545,-0.0350410759934971,-4.98099534398098,8.74958509939675e-06,0.00091902601930041,3.486397969375,5.05801254049937
"MORI_PRE_BI_LYMPHOCYTE_DN",-0.678960534842141,-0.0309104525774044,-4.98050696237375,8.76409469844132e-06,0.00091902601930041,3.48485624815359,5.05729293841527
"GOMF_PROTEIN_SERINE_KINASE_ACTIVITY",-0.592153399208222,-0.0572844113715009,-4.97821919992323,8.83237934786808e-06,0.00091902601930041,3.47763480521,5.0539222864052
"GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",-0.538342848827156,-0.0420418708779725,-4.97636109735685,8.88822513517008e-06,0.00091902601930041,3.47177028280822,5.0511849534232
"GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_KINASE_ACTIVITY",-0.705280299680901,-0.0674942986294083,-4.96497167252089,9.23821825412024e-06,0.000945777727247542,3.43583641578103,5.03441178170406
"BIOCARTA_CDK5_PATHWAY",-0.492712811527046,0.0282849850717069,-4.96248758133275,9.31633831801107e-06,0.000945777727247542,3.42800211068001,5.03075474867133
"ZHENG_BOUND_BY_FOXP3",-0.441521021394144,-0.047472746035193,-4.95317221882842,9.61512747638008e-06,0.000967316473231859,3.39863320322924,5.01704495355536
"TABULA_MURIS_SENIS_TRACHEA_GRANULOCYTE_AGEING",-0.738360557957104,-0.049486199956676,-4.94406166114558,9.91647022985747e-06,0.000981712345684664,3.36992504952263,5.0036428875728
"GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",-0.499285022333754,-0.0409165026793833,-4.9431456686008,9.94727751539814e-06,0.000981712345684664,3.36703950621799,5.00229576566893
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES",-0.521394327328323,-0.0569367531040679,-4.93912729983133,1.00835434331914e-05,0.000981712345684664,3.35438270811048,4.99638682671381
"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS",-0.705194530807856,-0.021663083901618,-4.93835711459808,1.0109870131077e-05,0.000981712345684664,3.35195716290872,4.99525442321403
"GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY",-0.651616597153446,-0.0543401816176602,-4.91756188409037,1.08468508815394e-05,0.00103789307121401,3.2865076778532,4.96469633032073
"GOCC_PHAGOCYTIC_VESICLE_MEMBRANE",-0.616980678096644,-0.0530864878269142,-4.9168140611946,1.08743162292504e-05,0.00103789307121401,3.28415551171318,4.96359804170202
"WP_APOPTOSIS_MODULATION_BY_HSP70",-0.600041480965914,-0.0708301311132053,-4.89705479307087,1.16253391071441e-05,0.00110017086279219,3.22204332217481,4.93459437003254
"WP_P38_MAPK_SIGNALING_PATHWAY",-0.555398356139671,-0.0594958732940476,-4.88867391595317,1.19590941758139e-05,0.00111898342395915,3.19572058224566,4.92230171410545
"GOBP_MULTIVESICULAR_BODY_ORGANIZATION",-0.753696564405651,-0.0523052323576175,-4.88705759873314,1.20245375548579e-05,0.00111898342395915,3.19064556352372,4.91993161692796
"GOBP_B_CELL_DIFFERENTIATION",-0.413114097055956,-0.0439482149765412,-4.88307256000754,1.21873978130839e-05,0.00112476587916287,3.17813519387525,4.91408901268006
"BIOCARTA_IL7_PATHWAY",-0.663241062360698,-0.0759953523313471,-4.87952756365521,1.23340973459294e-05,0.00112897430378683,3.1670088012731,4.90889262825987
"BIOCARTA_FCER1_PATHWAY",-0.641272770643762,-0.0409404809289401,-4.86473141831697,1.29653808774007e-05,0.00116283105256973,3.12059528551723,4.88721472065909
"GOMF_MAP_KINASE_KINASE_KINASE_ACTIVITY",-0.633625211250386,-0.0757935456330602,-4.86282856667988,1.30488393285413e-05,0.00116283105256973,3.11462935069892,4.88442811634312
"GOMF_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY",-0.645535052723889,-0.0576880944621256,-4.86231383748493,1.3071505847189e-05,0.00116283105256973,3.11301566096557,4.88367437849032
"BIOCARTA_BARRESTIN_SRC_PATHWAY",-0.470411146723163,-0.0158329039037524,-4.86120405262515,1.31205079809964e-05,0.00116283105256973,3.10953663014816,4.88204935024444
"REACTOME_ER_PHAGOSOME_PATHWAY",-0.518568120986658,-0.00671179794459331,-4.85306184639632,1.3485592205363e-05,0.00117876084489328,3.08401917623137,4.8701299772145
"REACTOME_FLT3_SIGNALING",-0.597682085777814,-0.0302930313970659,-4.8524953241138,1.35113627783953e-05,0.00117876084489328,3.08224419014016,4.86930084510907
"GOCC_PHAGOPHORE_ASSEMBLY_SITE",-0.737296447229997,-0.0492085601044914,-4.84824022799812,1.37064774504703e-05,0.00118544412684324,3.06891443534518,4.86307414407173
"GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING",-0.32753994856134,0.00523905176693774,-4.84621570638232,1.38002808712833e-05,0.00118544412684324,3.06257354627376,4.8601120744968
"GOBP_ACTIN_FILAMENT_POLYMERIZATION",-0.36801410072206,-0.020752389802678,-4.8373923145517,1.42165261418007e-05,0.00120962770976664,3.0349476895433,4.847206512028
"GOBP_REGULATION_OF_ENDOSOME_SIZE",-0.617152968594731,-0.00349270956922925,-4.83568556004987,1.42984559585561e-05,0.00120962770976664,3.0296056451116,4.84471085798136
"GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION",-0.700472445842248,-0.0564744493034372,-4.83167185963211,1.44929608724804e-05,0.00121686386513525,3.01704525927479,4.83884288028321
"GOBP_MAST_CELL_ACTIVATION",-0.474728187201084,-0.0104889353399913,-4.82656085712186,1.47444106243432e-05,0.00122663088476387,3.00105562024741,4.83137258273994
"MIR_6953_3P",-0.472537029838438,-0.0576318113173176,-4.8242126528736,1.48613702702887e-05,0.00122663088476387,2.99371106441898,4.8279411452599
"GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR",-0.366402094054765,-0.0010652036087961,-4.82195113730929,1.49748741782338e-05,0.00122663088476387,2.98663868611326,4.82463681794889
"BIOCARTA_MAL_PATHWAY",-0.562653427168996,-0.0378311344236463,-4.82048992823553,1.50486640290722e-05,0.00122663088476387,2.9820696280328,4.82250205359542
"GOCC_AUTOPHAGOSOME",-0.60712868851769,-0.032718941458385,-4.81796064097751,1.51772367353609e-05,0.00122814639582445,2.9741618024335,4.81880729167008
"WP_IL3_SIGNALING_PATHWAY",-0.574860405671876,-0.0467702147409064,-4.81565358181224,1.52954541708354e-05,0.00122880817788287,2.96694989064783,4.81543762289903
"GOBP_AUTOPHAGOSOME_MATURATION",-0.626621166171629,-0.0465797693467754,-4.81090797397892,1.55414799085497e-05,0.00123965504384839,2.95211838699933,4.80850762868085
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",-0.39651688561288,-0.0460738076062938,-4.80166030449178,1.60321324708584e-05,0.00126972215107855,2.92322957861442,4.79500870729456
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",-0.631859887307456,-0.0595310930385329,-4.79807119609422,1.62266330599576e-05,0.00127221011094625,2.91202222193619,4.78977158462076
"GOBP_LAMELLIPODIUM_ASSEMBLY",-0.380996079423243,-0.0341165042928902,-4.79688546277015,1.62913983939567e-05,0.00127221011094625,2.90832022408368,4.78804163584414
"GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE",-0.730734018383902,-0.0198246690243867,-4.79020696568207,1.66609540330052e-05,0.00129203384504562,2.88747452895064,4.77830013381718
"WP_EBV_LMP1_SIGNALING",-0.726201449182349,-0.0619395290353954,-4.77779764776246,1.73696267628452e-05,0.00133770084179788,2.84876540045077,4.76020951353784
"GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",-0.480529114202089,-0.039057944619909,-4.77309541670909,1.76458295262926e-05,0.00134966423506924,2.83410574289554,4.75335792074275
